BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2007 10 08 05 2007 10 11 04 26.60   1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 11 04 2007 10 15 03 26.60   1.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 15 03 2007 10 18 05 26.60   1.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 18 05 2007 10 22 03 26.50   1.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 22 03 2007 10 25 03 26.50   1.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 25 03 2007 10 29 05 25.90   0.51   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 29 05 2007 11 01 03 25.70   0.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 01 03 2007 11 05 03 25.70   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 05 03 2007 11 08 05 26.00   0.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 08 05 2007 11 12 03 25.60   0.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 12 03 2007 11 15 03 25.70   0.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 15 03 2007 11 19 03 26.20   0.54   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 19 03 2007 11 22 03 26.30   0.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 22 03 2007 11 26 05 25.60  -0.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 26 05 2007 11 29 03 26.60   0.54   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 11 29 03 2007 12 03 03 26.60   0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 03 03 2007 12 06 05 26.20  -0.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 06 05 2007 12 10 03 26.10  -0.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 10 03 2007 12 13 03 25.90  -0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 13 03 2007 12 17 05 25.60  -1.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 17 05 2007 12 20 03 25.90  -0.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 20 03 2007 12 24 05 26.00  -0.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 24 05 2007 12 27 05 26.10  -0.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 27 05 2007 12 31 03 26.00  -1.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 12 31 03 2008 01 03 05 26.20  -0.99   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 03 05 2008 01 07 03 26.40  -0.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 07 03 2008 01 10 03 26.40  -0.97   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 10 03 2008 01 14 05 26.20  -1.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 14 05 2008 01 17 03 26.10  -1.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 17 03 2008 01 21 03 26.20  -1.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 21 03 2008 01 24 04 26.60  -1.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 24 04 2008 01 28 03 27.00  -0.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 28 03 2008 01 31 03 26.80  -1.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 01 31 03 2008 02 04 04 27.20  -0.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 04 04 2008 02 07 00 27.80  -0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 07 00 2008 02 11 05 27.80  -0.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 11 05 2008 02 14 04 28.00  -0.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 14 04 2008 02 18 03 28.00  -0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 18 03 2008 02 21 05 27.80  -0.64   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 21 05 2008 02 25 03 27.60  -0.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 25 03 2008 02 28 03 27.50  -1.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 02 28 03 2008 03 03 05 28.20  -0.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 03 05 2008 03 06 03 28.30  -0.43   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 06 03 2008 03 10 03 28.20  -0.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 10 03 2008 03 13 05 28.70  -0.18   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 13 05 2008 03 17 03 28.90   0.04   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 17 03 2008 03 20 05 28.80  -0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 20 05 2008 03 24 04 28.90   0.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 24 04 2008 03 27 03 29.20   0.47   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 27 03 2008 03 31 04 29.20   0.52   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 03 31 04 2008 04 03 03 29.00   0.36   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 03 03 2008 04 07 03 29.00   0.41   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 07 03 2008 04 10 05 29.40   0.85   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 10 05 2008 04 14 03 29.40   0.90   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 14 03 2008 04 17 03 29.10   0.68   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 17 03 2008 04 21 04 29.30   0.99   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 21 04 2008 04 24 03 29.30   1.07   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 24 03 2008 04 28 04 29.10   0.97   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 28 04 2008 05 01 04 28.50   0.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 04 28 04 2008 05 01 04 28.50   0.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 01 04 2008 05 05 03 28.50   0.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 05 03 2008 05 08 04 28.70   0.84   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 08 04 2008 05 12 03 29.10   1.35   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 12 03 2008 05 15 03 29.10   1.46   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 15 03 2008 05 19 04 29.10   1.71   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 19 04 2008 05 22 03 29.10   1.89   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 22 03 2008 05 26 03 29.10   2.14   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 26 03 2008 05 29 04 28.90   2.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 05 29 04 2008 06 02 03 27.30   0.76   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 02 03 2008 06 05 04 27.50   1.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 05 04 2008 06 09 04 27.50   1.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 09 04 2008 06 12 00 27.50   1.58   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 12 00 2008 06 16 04 27.60   1.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 16 04 2008 06 19 04 27.70   1.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 19 04 2008 06 23 03 28.00   2.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 23 03 2008 06 26 04 27.80   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 26 04 2008 06 30 03 28.00   2.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 06 30 03 2008 07 03 03 28.00   2.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 03 03 2008 07 07 04 27.90   2.48   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 07 04 2008 07 10 03 27.90   2.53   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 10 03 2008 07 14 04 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 14 04 2008 07 17 04 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 17 04 2008 07 21 03 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 21 03 2008 07 24 04 27.00   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 24 04 2008 07 28 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 28 03 2008 07 31 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 07 31 03 2008 08 04 04 27.20   1.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 04 04 2008 08 07 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 07 03 2008 08 11 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 11 03 2008 08 14 05 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 14 05 2008 08 18 03 27.30   2.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 18 03 2008 08 21 04 27.30   2.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 21 04 2008 08 25 04 27.10   1.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 25 04 2008 08 28 03 27.10   1.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 08 28 03 2008 09 01 05 27.20   2.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 01 05 2008 09 04 03 27.20   2.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 04 03 2008 09 08 03 27.20   2.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 08 03 2008 09 11 05 27.20   2.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 11 05 2008 09 15 03 26.70   1.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 15 03 2008 09 18 02 26.70   1.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 18 02 2008 09 22 04 27.20   2.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 22 04 2008 09 25 03 27.20   2.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 25 03 2008 09 29 05 27.30   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 09 29 05 2008 10 02 03 26.70   1.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 02 03 2008 10 06 03 26.70   1.51   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 06 03 2008 10 09 05 27.30   2.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 09 05 2008 10 13 03 27.20   1.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 13 03 2008 10 16 03 27.20   1.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 16 03 2008 10 20 05 27.00   1.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 20 05 2008 10 23 03 26.90   1.54   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 23 03 2008 10 27 05 26.90   1.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 27 05 2008 10 30 04 26.80   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 10 30 04 2008 11 03 03 26.80   1.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 03 03 2008 11 06 05 26.80   1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 06 05 2008 11 10 03 26.70   1.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 10 03 2008 11 13 04 26.70   1.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 13 04 2008 11 17 05 26.70   1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 17 05 2008 11 20 03 26.40   0.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 20 03 2008 11 24 03 26.50   0.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 24 03 2008 11 27 05 26.30   0.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 27 05 2008 12 01 03 26.30   0.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 11 27 05 2008 12 01 03 26.30   0.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 01 03 2008 12 04 03 26.30   0.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 04 03 2008 12 08 03 26.50   0.04   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 08 03 2008 12 11 04 26.80   0.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 11 04 2008 12 15 05 26.50  -0.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 15 05 2008 12 18 03 26.80   0.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 18 03 2008 12 22 03 26.80  -0.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 22 03 2008 12 25 05 27.00   0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 25 05 2008 12 29 02 27.40   0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 29 02 2008 12 31 23 27.40   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2008 12 31 23 2009 01 05 05 27.30   0.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 05 05 2009 01 08 03 27.30  -0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 08 07 2009 01 12 10 27.50   0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 12 10 2009 01 15 04 27.30  -0.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 15 04 2009 01 19 03 27.30  -0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 19 03 2009 01 22 04 27.30  -0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 22 04 2009 01 26 03 27.60  -0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 26 03 2009 01 29 03 27.60  -0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 01 29 03 2009 02 02 04 28.00   0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 02 04 2009 02 05 03 28.00  -0.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 05 03 2009 02 09 04 28.10  -0.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 09 04 2009 02 12 04 28.30   0.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 12 04 2009 02 16 03 28.40   0.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 16 03 2009 02 19 05 28.10  -0.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 19 05 2009 02 23 04 28.60   0.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 23 04 2009 02 26 03 28.60   0.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 26 03 2009 03 02 05 28.90   0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 02 26 03 2009 03 02 05 28.90   0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 02 05 2009 03 05 03 28.90   0.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 05 03 2009 03 09 03 28.50  -0.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 09 03 2009 03 12 05 28.40  -0.44   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 12 05 2009 03 16 03 28.60  -0.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 16 03 2009 03 19 03 29.00   0.15   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 19 03 2009 03 23 00 29.10   0.30   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 23 00 2009 03 26 03 29.00   0.24   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 26 03 2009 03 30 04 28.90   0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 03 30 04 2009 04 02 02 29.20   0.53   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 02 02 2009 04 06 03 29.20   0.58   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 06 03 2009 04 09 04 29.00   0.42   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 09 04 2009 04 13 03 29.00   0.47   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 13 03 2009 04 16 03 29.10   0.63   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 16 03 2009 04 20 04 29.10   0.73   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 20 04 2009 04 23 03 29.40   1.11   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 23 03 2009 04 27 04 29.20   1.02   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 27 04 2009 04 30 04 29.40   1.30   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 04 30 04 2009 05 04 03 29.40   1.41   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 04 03 2009 05 07 04 29.30   1.39   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 07 04 2009 05 11 04 29.10   1.29   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 11 04 2009 05 14 03 29.10   1.37   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 14 03 2009 05 18 04 28.80   1.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 18 04 2009 05 21 04 28.30   0.97   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 21 04 2009 05 25 03 28.90   1.81   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 25 03 2009 05 28 04 29.10   2.20   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 05 28 04 2009 06 01 03 28.90   2.24   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 01 03 2009 06 04 04 28.40   1.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 04 04 2009 06 08 03 28.40   2.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 08 03 2009 06 11 03 28.40   2.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 11 03 2009 06 15 00 28.30   2.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 15 00 2009 06 18 01 28.20   2.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 18 01 2009 06 22 04 27.60   1.92   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 22 04 2009 06 25 04 27.60   1.97   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 25 04 2009 06 29 05 28.20   2.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 06 29 05 2009 07 02 04 28.30   2.78   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 02 04 2009 07 06 03 28.30   2.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 06 03 2009 07 09 03 28.20   2.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 09 03 2009 07 13 04 28.10   2.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 13 04 2009 07 16 03 28.10   2.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 16 03 2009 07 20 03 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 20 03 2009 07 23 04 28.20   2.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 23 04 2009 07 27 03 28.10   2.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 27 03 2009 07 30 03 28.40   3.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 07 30 03 2009 08 03 00 28.50   3.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 03 00 2009 08 06 00 28.50   3.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 06 00 2009 08 10 04 28.50   3.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 10 04 2009 08 13 00 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 13 00 2009 08 17 01 27.90   2.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 17 01 2009 08 20 05 28.10   2.86   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 20 05 2009 08 24 00 28.10   2.92   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 24 00 2009 08 27 03 28.30   3.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 27 03 2009 08 31 04 28.30   3.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 08 31 04 2009 09 03 03 28.30   3.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 03 03 2009 09 07 02 28.30   3.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 07 02 2009 09 10 04 28.30   3.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 10 04 2009 09 14 03 28.20   3.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 14 03 2009 09 17 02 28.20   3.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 17 02 2009 09 21 03 28.00   3.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 21 03 2009 09 24 03 28.00   2.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 24 03 2009 09 28 04 27.90   2.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 28 04 2009 10 01 03 27.70   2.59   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 09 28 04 2009 10 01 03 27.70   2.59   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 01 03 2009 10 05 03 27.70   2.53   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 05 03 2009 10 08 05 27.70   2.49   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 08 05 2009 10 12 03 28.00   2.74   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 12 03 2009 10 15 03 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 15 03 2009 10 19 05 28.00   2.67   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 19 05 2009 10 22 03 28.20   2.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 22 03 2009 10 26 02 28.00   2.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 26 02 2009 10 29 04 27.50   2.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 10 29 04 2009 11 02 03 27.50   2.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 02 03 2009 11 05 05 27.70   2.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 05 05 2009 11 09 03 27.60   2.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 09 03 2009 11 12 03 27.60   2.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 12 03 2009 11 16 05 27.10   1.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 16 05 2009 11 19 03 27.40   1.74   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 19 03 2009 11 23 03 27.60   1.78   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 23 03 2009 11 26 05 27.70   1.76   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 26 05 2009 11 30 03 27.30   1.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 11 30 03 2009 12 03 03 27.60   1.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 03 03 2009 12 07 05 27.80   1.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 07 05 2009 12 10 03 28.00   1.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 10 03 2009 12 14 03 28.00   1.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 14 03 2009 12 17 04 27.90   1.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 17 04 2009 12 21 04 27.80   0.95   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 21 04 2009 12 24 03 27.80   0.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 24 03 2009 12 28 03 27.70   0.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 28 03 2009 12 31 03 27.70   0.59   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2009 12 31 03 2010 01 04 05 28.30   1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2010 01 04 05 2010 01 07 03 28.50   1.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
