BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2010 06 28 04 2010 07 01 04 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 01 04 2010 07 05 03 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 05 03 2010 07 08 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 08 04 2010 07 12 04 28.60  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 12 04 2010 07 15 03 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 15 03 2010 07 19 04 28.90  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 19 04 2010 07 22 03 28.90  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 22 03 2010 07 26 03 29.00  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 26 03 2010 07 29 04 28.80  -0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 07 29 04 2010 08 02 03 28.80  -0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 02 03 2010 08 05 04 29.10  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 05 04 2010 08 09 04 29.00  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 09 04 2010 08 12 03 29.00  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 12 03 2010 08 16 05 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 16 05 2010 08 19 04 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 19 04 2010 08 23 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 23 03 2010 08 26 05 28.70  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 26 05 2010 08 30 03 28.40  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 08 30 03 2010 09 02 03 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 02 03 2010 09 06 05 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 06 05 2010 09 09 03 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 09 03 2010 09 13 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 13 05 2010 09 16 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 16 05 2010 09 20 03 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 20 03 2010 09 23 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 23 05 2010 09 27 03 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 27 03 2010 09 30 03 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 09 30 03 2010 10 04 05 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 04 05 2010 10 07 03 28.70  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 07 03 2010 10 11 03 28.40  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 11 03 2010 10 14 05 28.60  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 14 05 2010 10 18 03 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 18 03 2010 10 21 03 28.60  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 21 03 2010 10 25 05 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 25 05 2010 10 28 03 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 10 28 03 2010 11 01 05 28.80  -0.50   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 01 05 2010 11 04 04 28.40  -0.90   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 04 04 2010 11 08 04 28.30  -1.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 08 04 2010 11 11 05 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 11 05 2010 11 15 03 28.60  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 15 03 2010 11 18 04 28.50  -0.74   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 18 04 2010 11 22 05 28.20  -0.96   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 22 05 2010 11 25 03 28.40  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 25 03 2010 11 29 03 28.10  -0.92   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 11 29 03 2010 12 02 05 28.20  -0.76   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 02 05 2010 12 06 03 28.40  -0.48   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 06 03 2010 12 09 05 28.60  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 09 05 2010 12 13 04 28.70  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 13 04 2010 12 16 03 28.60  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 16 03 2010 12 20 05 28.60  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 20 05 2010 12 23 03 28.70   0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 23 03 2010 12 27 03 28.60  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 27 03 2010 12 30 05 28.80   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2010 12 30 05 2011 01 03 03 28.40  -0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 03 03 2011 01 06 03 28.40  -0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 06 03 2011 01 10 04 28.30  -0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 10 04 2011 01 13 03 28.20  -0.31   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 13 03 2011 01 17 05 28.40  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 17 05 2011 01 20 05 28.50   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 20 05 2011 01 24 03 28.50   0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 24 03 2011 01 27 05 28.70   0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 27 05 2011 01 31 03 28.70   0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 01 31 03 2011 02 03 03 28.70   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 03 03 2011 02 07 05 28.50   0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 07 05 2011 02 10 03 28.60   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 10 03 2011 02 14 03 28.70   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 14 03 2011 02 17 05 28.70   0.29   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 17 05 2011 02 21 03 28.70   0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 21 03 2011 02 24 03 28.70   0.27   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 24 03 2011 02 28 04 28.60   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 28 04 2011 03 03 03 28.60   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 02 28 04 2011 03 03 03 28.60   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 03 03 2011 03 07 05 28.70   0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 07 05 2011 03 10 04 28.80   0.32   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 10 04 2011 03 14 03 28.80   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 14 03 2011 03 17 05 28.80   0.31   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 17 05 2011 03 19 22 28.90   0.41   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 19 22 2011 03 24 03 28.80   0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 24 03 2011 03 28 04 28.90   0.44   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 28 04 2011 03 31 03 28.70   0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 03 31 03 2011 04 04 05 28.80   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 04 05 2011 04 07 04 28.90   0.47   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 07 04 2011 04 11 03 28.90   0.49   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 11 03 2011 04 14 04 29.10   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 14 04 2011 04 18 04 28.80   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 18 04 2011 04 21 03 28.80   0.32   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 21 03 2011 04 25 04 29.00   0.47   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 25 04 2011 04 28 04 29.00   0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 04 28 04 2011 05 02 03 29.00   0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 02 03 2011 05 05 05 29.00   0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 05 05 2011 05 09 03 29.00   0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 09 03 2011 05 12 03 29.00   0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 12 03 2011 05 16 04 28.80   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 16 04 2011 05 19 03 28.80  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 19 03 2011 05 23 04 29.00   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 23 04 2011 05 26 04 28.80  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 26 04 2011 05 30 03 28.80  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 05 30 03 2011 06 02 04 28.80  -0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 02 04 2011 06 06 04 28.00  -0.87   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 06 04 2011 06 09 03 28.00  -0.88   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 09 03 2011 06 13 04 28.80  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 13 04 2011 06 16 03 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 16 03 2011 06 20 03 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 20 03 2011 06 23 04 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 23 04 2011 06 27 03 28.60  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 27 03 2011 06 30 03 28.60  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 06 30 03 2011 07 04 04 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 04 04 2011 07 07 03 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 07 03 2011 07 11 04 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 11 04 2011 07 14 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 14 04 2011 07 18 03 28.90  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 18 03 2011 07 21 04 28.90  -0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 21 04 2011 07 25 03 28.90  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 25 03 2011 07 28 03 28.70  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 07 28 03 2011 08 01 04 28.90  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 01 04 2011 08 04 03 28.90  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 04 03 2011 08 08 04 29.20  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 08 04 2011 08 11 03 29.10  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 11 03 2011 08 15 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 15 03 2011 08 18 05 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 18 05 2011 08 22 04 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 22 04 2011 08 25 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 25 03 2011 08 29 04 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 08 29 04 2011 09 01 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 01 03 2011 09 05 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 05 03 2011 09 08 05 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 08 05 2011 09 12 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 12 03 2011 09 15 05 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 15 05 2011 09 19 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 19 03 2011 09 22 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 22 03 2011 09 26 05 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 26 05 2011 09 29 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 09 29 03 2011 10 03 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 03 03 2011 10 06 05 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 06 05 2011 10 10 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 10 03 2011 10 13 03 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 13 03 2011 10 17 04 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 17 04 2011 10 20 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 20 03 2011 10 24 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 24 05 2011 10 27 04 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 27 04 2011 10 31 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 10 31 03 2011 11 03 05 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 03 05 2011 11 07 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 07 03 2011 11 10 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 10 03 2011 11 14 05 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 14 05 2011 11 17 03 29.40   0.14   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 17 03 2011 11 21 05 29.40   0.22   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 21 05 2011 11 24 05 29.30   0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 24 05 2011 11 28 04 29.40   0.36   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 11 28 04 2011 12 01 05 29.40   0.42   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 01 05 2011 12 05 03 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 05 03 2011 12 08 04 29.10   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 08 04 2011 12 12 05 28.70  -0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 12 05 2011 12 15 03 28.80   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 15 03 2011 12 19 03 28.80   0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 19 03 2011 12 22 05 28.60  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 22 05 2011 12 26 03 28.50  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 26 03 2011 12 29 05 28.60  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2011 12 29 05 2012 01 02 04 28.60   0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 02 04 2012 01 05 03 28.60   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 05 03 2012 01 09 05 28.40  -0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 09 05 2012 01 12 03 28.50  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 12 03 2012 01 16 03 28.30  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 16 03 2012 01 19 05 28.50   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 19 05 2012 01 23 03 28.50   0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 23 03 2012 01 26 03 28.70   0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 26 03 2012 01 30 04 28.30  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 01 30 04 2012 02 02 03 28.10  -0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 02 03 2012 02 06 05 28.10  -0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 06 05 2012 02 09 04 28.40  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 09 04 2012 02 13 03 28.40   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 13 03 2012 02 16 05 28.30  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 16 05 2012 02 20 03 28.10  -0.32   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 20 03 2012 02 23 03 28.00  -0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 23 03 2012 02 27 05 27.90  -0.54   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 02 27 05 2012 03 01 03 27.60  -0.86   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 01 03 2012 03 05 05 27.80  -0.67   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 05 05 2012 03 08 05 27.80  -0.68   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 08 05 2012 03 12 03 27.80  -0.69   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 12 03 2012 03 15 05 27.90  -0.60   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 15 05 2012 03 19 03 28.10  -0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 19 03 2012 03 22 03 28.10  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 22 03 2012 03 26 05 28.20  -0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 26 05 2012 03 29 03 27.90  -0.55   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 03 29 03 2012 04 02 03 27.90  -0.54   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 02 03 2012 04 05 05 27.90  -0.53   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 05 05 2012 04 09 03 27.90  -0.52   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 09 03 2012 04 12 05 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 12 05 2012 04 16 04 28.50   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 16 04 2012 04 19 03 28.50   0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 19 03 2012 04 23 04 28.40  -0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 23 04 2012 04 26 04 28.70   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 26 04 2012 04 29 20 28.70   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 04 29 20 2012 05 03 04 28.80   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 03 04 2012 05 07 03 28.70  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 07 03 2012 05 10 04 29.00   0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 10 04 2012 05 14 04 28.90   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 14 04 2012 05 17 03 28.90   0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 17 03 2012 05 21 04 28.90   0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 21 04 2012 05 24 04 28.80  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 24 04 2012 05 28 03 28.80  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 28 03 2012 05 31 04 28.70  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 05 31 04 2012 06 04 03 28.80  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 04 03 2012 06 07 03 29.00   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 07 03 2012 06 11 04 29.00   0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 11 04 2012 06 14 03 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 14 03 2012 06 18 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 18 04 2012 06 21 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 21 04 2012 06 25 03 29.40   0.50   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 25 03 2012 06 28 04 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 06 28 04 2012 07 02 03 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 02 03 2012 07 05 03 29.30   0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 05 03 2012 07 09 04 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 09 04 2012 07 12 03 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 12 03 2012 07 16 04 28.70  -0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 16 04 2012 07 19 04 29.00   0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 19 04 2012 07 23 03 28.60  -0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 23 03 2012 07 26 04 28.60  -0.45   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 26 04 2012 07 30 04 28.90  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 07 30 04 2012 08 02 00 28.90  -0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 02 00 2012 08 06 04 29.20   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 06 04 2012 08 09 03 29.20  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 09 03 2012 08 13 04 29.30   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 13 04 2012 08 16 05 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 16 05 2012 08 20 03 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 20 03 2012 08 23 04 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 23 04 2012 08 27 04 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 27 04 2012 08 30 03 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 08 30 03 2012 09 03 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 03 05 2012 09 06 03 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 06 03 2012 09 10 04 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 10 04 2012 09 13 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 13 05 2012 09 17 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 17 03 2012 09 20 05 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 20 05 2012 09 24 03 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 24 03 2012 09 27 03 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2012 09 27 03 2012 10 01 05 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 01 05 2012 10 04 03 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 04 03 2012 10 08 05 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 08 05 2012 10 11 05 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 11 05 2012 10 15 03 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 15 03 2012 10 18 05 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 18 05 2012 10 22 03 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 22 03 2012 10 25 03 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 25 03 2012 10 29 02 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 10 29 02 2012 11 01 03 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 11 01 03 2012 11 05 05 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 11 05 05 2012 11 08 03 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 11 08 03 2012 11 12 03 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 11 12 03 2012 11 15 05 29.90   0.62   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2012 11 15 05 2012 11 19 04 29.90   0.70   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
